DocType: Company,Standard Template,نموزج قياسي
DocType: Training Event,Theory,نظرية
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js +805,Warning: Material Requested Qty is less than Minimum Order Qty,تحذير : كمية المواد المطلوبة  هي أقل من الحد الأدنى لطلب الكمية
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +211,Account {0} is frozen,الحساب {0} مجمّد
DocType: Company,Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,الكيان القانوني/الشركة التابعة التى لها دليل حسابات منفصل ينتمي إلى الشركة.
DocType: Payment Request,Mute Email,كتم البريد الإلكتروني
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +29,"Food, Beverage & Tobacco",الأغذية والمشروبات والتبغ
DocType: Account,Account Number,رقم الحساب
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +714,Can only make payment against unbilled {0},يمكن إجراء دفع فقط مقابل فاتورة غير مدفوعة {0}
apps/erpnext/erpnext/controllers/selling_controller.py +98,Commission rate cannot be greater than 100,لا يمكن أن تكون نسبة العمولة أكبر من 100
DocType: Volunteer,Volunteer,متطوع
DocType: Stock Entry,Subcontract,تعاقد من الباطن
apps/erpnext/erpnext/public/js/utils/party.js +165,Please enter {0} first,الرجاء إدخال {0} أولا
apps/erpnext/erpnext/hr/doctype/daily_work_summary/daily_work_summary.py +87,No replies from,لا توجد ردود من
DocType: Production Order Operation,Actual End Time,وقت الإنتهاء الفعلي
DocType: Production Planning Tool,Download Materials Required,تنزيل المواد المطلوبة
DocType: Item,Manufacturer Part Number,رقم القطعة لدي الصانع
DocType: Production Order Operation,Estimated Time and Cost,الوقت و التكلفة المقدرين
DocType: Bin,Bin,صندوق
DocType: Crop,Crop Name,إسم المحصول
DocType: SMS Log,No of Sent SMS,عدد الرسائل النصيه القصيره SMS  التي أرسلت
DocType: Antibiotic,Healthcare Administrator,مدير الرعاية الصحية
apps/erpnext/erpnext/utilities/user_progress.py +44,Set a Target,تحديد المستهدف
DocType: Dosage Strength,Dosage Strength,قوة الجرعة
DocType: Account,Expense Account,حساب مصروفات
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +49,Software,البرمجيات
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +203,Colour,اللون
DocType: Assessment Plan Criteria,Assessment Plan Criteria,معايير خطة التقييم
DocType: Supplier Scorecard Scoring Standing,Prevent Purchase Orders,منع طلبات الشراء
apps/erpnext/erpnext/healthcare/setup.py +258,Susceptible,سريع التأثر
DocType: Patient Appointment,Scheduled,تم إدراجه في جدول المواعيد
apps/erpnext/erpnext/config/buying.py +18,Request for quotation.,طلب الحصول على عرض أسعار.
apps/erpnext/erpnext/selling/doctype/product_bundle/product_bundle.js +13,"Please select Item where ""Is Stock Item"" is ""No"" and ""Is Sales Item"" is ""Yes"" and there is no other Product Bundle","الرجاء اختيار صنف حيث ""هل صنف مخزون"" يكون ""لا"" و ""هل صنف مبيعات"" يكون ""نعم"" وليس هناك حزمة منتجات أخرى"
apps/erpnext/erpnext/restaurant/doctype/restaurant_order_entry/restaurant_order_entry.js +148,Select Customer,حدد العميل
DocType: Student Log,Academic,أكاديمي
DocType: Patient,Personal and Social History,التاريخ الشخصي و الإجتماعي
apps/erpnext/erpnext/education/doctype/guardian/guardian.py +52,User {0} created,تم إنشاء المستخدم {0}
DocType: Fee Schedule,Fee Breakup for each student,تقسيمة الرسوم لكل طالب
apps/erpnext/erpnext/controllers/accounts_controller.py +520,Total advance ({0}) against Order {1} cannot be greater than the Grand Total ({2}),إجمالي المبلغ المقدم ({0}) مقابل الطلب {1} لا يمكن أن يكون أكبر من المجموع الكلي ({2})
DocType: Sales Partner,Select Monthly Distribution to unevenly distribute targets across months.,إختار التوزيع الشهري لتوزيع المستهدفات توزيع غير متساوي على مدى عدة شهور.
apps/erpnext/erpnext/healthcare/doctype/lab_test_template/lab_test_template.js +78,Change Code,تغيير الكود
DocType: Purchase Invoice Item,Valuation Rate,سعر التكلفة
DocType: Stock Reconciliation,SR/,SR/
DocType: Vehicle,Diesel,ديزل
apps/erpnext/erpnext/stock/get_item_details.py +381,Price List Currency not selected,قائمة أسعار العملات غير محددة
apps/erpnext/erpnext/config/healthcare.py +46,Results,النتائج
,Student Monthly Attendance Sheet,كشف حضور الطالب الشهري
apps/erpnext/erpnext/accounts/doctype/shipping_rule/shipping_rule.py +96,Shipping rule only applicable for Selling,قاعدة الشحن متاحة للتطبيق في البيع فقط
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +185,Employee {0} has already applied for {1} between {2} and {3},الموظف {0} قد تقدم بطلب ل {1} بين {2} و {3}
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +30,Project Start Date,تاريخ بدء المشروع
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +5,Until,حتى
DocType: Rename Tool,Rename Log,سجل إعادة التسمية
apps/erpnext/erpnext/education/doctype/student_attendance/student_attendance.py +27,Student Group or Course Schedule is mandatory,مجموعة الطالب أو الجدول الزمني للمقرر إلزامي
DocType: HR Settings,Maintain Billing Hours and Working Hours Same on Timesheet,الحفاظ على ساعات الفوترة و ساعات العمل نفسها في كشف ساعات العمل
DocType: Maintenance Visit Purpose,Against Document No,مقابل المستند رقم
DocType: BOM,Scrap,الهالك
apps/erpnext/erpnext/utilities/user_progress.py +214,Go to Instructors,إنتقل إلى المعلمين
apps/erpnext/erpnext/config/selling.py +110,Manage Sales Partners.,إدارة شركاء البيع.
DocType: Quality Inspection,Inspection Type,نوع التفتيش
DocType: Fee Validity,Visited yet,تمت الزيارة
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +135,Warehouses with existing transaction can not be converted to group.,المخازن التي لها عمليات و حركات موجودة حاليا لا يمكن أن يتم تحويلها إلى مجموعة.
DocType: Assessment Result Tool,Result HTML,نتيجة HTML
apps/erpnext/erpnext/non_profit/doctype/member/member_dashboard.py +6,Memeber Activity,نشاط العضو
apps/erpnext/erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py +35,Expires On,تنتهي صلاحيته في
apps/erpnext/erpnext/utilities/activation.py +117,Add Students,أضف طلاب
apps/erpnext/erpnext/public/js/utils.js +264,Please select {0},الرجاء إختيار {0}
DocType: C-Form,C-Form No,رقم النموذج - س
DocType: BOM,Exploded_items,الأصناف_المفككة
apps/erpnext/erpnext/utilities/user_progress.py +136,List your products or services that you buy or sell.,سجل قائمة المنتجات أو الخدمات التي تشتريها أو تبيعها.
DocType: Water Analysis,Storage Temperature,درجة حرارة التخزين
DocType: Employee Attendance Tool,Unmarked Attendance,حزف علامة الحضور
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +137,Researcher,الباحث
DocType: Program Enrollment Tool Student,Program Enrollment Tool Student,أداة إنتساب الطالب لبرنامج
apps/erpnext/erpnext/assets/doctype/asset_maintenance/asset_maintenance.py +16,Start date should be less than end date for task {0},يجب أن يكون تاريخ البدء قبل تاريخ الإنتهاء للمهمة {0}
apps/erpnext/erpnext/hr/doctype/job_applicant/job_applicant.py +25,Name or Email is mandatory,الإسم أو الإيميل إلزامي
DocType: Purchase Order Item,Returned Qty,كمية المرتجعات
DocType: Student,Exit,الخروج
apps/erpnext/erpnext/accounts/doctype/account/account.py +158,Root Type is mandatory,نوع الجذر إلزامي
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +29,Failed to install presets,فشل تثبيت الإعدادات المسبقة
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py +42,"{0} currently has a {1} Supplier Scorecard standing, and RFQs to this supplier should be issued with caution.",{0} لديه حاليا تقدير {1} لبطاقة أداء المورد، ويجب أن يتم إصدار طلبات عروض أسعار إلى هذا المورد بحذر.
DocType: Chapter,Non Profit Manager,مدير لا يستهدف الربح
DocType: BOM,Total Cost(Company Currency),التكلفة الإجمالية (بعملة الشركة)
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +315,Serial No {0} created,رقم السيريال {0} تم إنشاؤه
DocType: Homepage,Company Description for website homepage,وصف الشركة في الصفحة الرئيسيه لموقع الويب
DocType: Item Customer Detail,"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",لملائمة العملاء، ويمكن إستخدام هذه الأكواد في أشكال الطباعة مثل الفواتير و إذون تسليم البضاعة
apps/erpnext/erpnext/accounts/report/purchase_order_items_to_be_billed/purchase_order_items_to_be_billed.py +18,Suplier Name,إسم المورد
apps/erpnext/erpnext/accounts/report/financial_statements.py +152,Could not retrieve information for {0}.,تعذر إسترداد المعلومات ل {0}.
DocType: Sales Invoice,Time Sheet List,قائمة كشف ساعات العمل
DocType: Employee,You can enter any date manually,يمكنك إدخال أي تاريخ يدويا
DocType: Healthcare Settings,Result Printed,النتيجة تم طباعتها
DocType: Asset Category Account,Depreciation Expense Account,حساب أستاذ مصروفات الإهلاك
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +231,Probationary Period,فترة الإختبار
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.js +32,View {0},عرض {0}
DocType: Customer Group,Only leaf nodes are allowed in transaction,فقط العقد الفرعية المصنفة ليست مجموعة هي المسموح بها في العمليات
DocType: Project,Total Costing Amount (via Timesheets),إجمالي قيمة التكلفة (من خلال كشوف ساعات العمل)
DocType: Employee Advance,Expense Approver,المخول له بالموافق علي المصروفات
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +134,Row {0}: Advance against Customer must be credit,الصف {0}: الدفعة المقدمة مقابل عميل يجب أن تكون دائنة
apps/erpnext/erpnext/accounts/doctype/account/account.js +89,Non-Group to Group,ليست المجموعة إلى المجموعة
apps/erpnext/erpnext/education/doctype/student_group_creation_tool/student_group_creation_tool.py +58,Batch is mandatory in row {0},الباتش إلزامي في الصف {0}
DocType: Purchase Receipt Item Supplied,Purchase Receipt Item Supplied,صنف إذن إستلام مشتريات مورد
DocType: Payment Entry,Pay,دفـع
apps/erpnext/erpnext/projects/report/daily_timesheet_summary/daily_timesheet_summary.py +24,To Datetime,إلى تاريخ و وقت
apps/erpnext/erpnext/config/selling.py +297,Logs for maintaining sms delivery status,سجلات لحفظ حالة تسليم الرسائل القصيرة
DocType: Accounts Settings,Make Payment via Journal Entry,قم بالدفع عن طريق قيد دفتر اليومية
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +97,Printed On,مطبوع في
DocType: Item,Inspection Required before Delivery,الفحص و المعاينة مطلوبة قبل التسليم
DocType: Item,Inspection Required before Purchase,الفحص و المعاينة مطلوبة قبل الشراء
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +93,Pending Activities,الأنشطة المعلقة
DocType: Patient Appointment,Reminded,تم التذكير
DocType: Patient,PID-,PID-
DocType: Chapter Member,Chapter Member,عضو القسم
apps/erpnext/erpnext/public/js/setup_wizard.js +106,Your Organization,مؤسستك
DocType: Fee Component,Fees Category,فئة الرسوم
apps/erpnext/erpnext/hr/doctype/employee/employee.py +134,Please enter relieving date.,من فضلك إدخل تاريخ ترك العمل.
apps/erpnext/erpnext/controllers/trends.py +149,Amt,القيمة
DocType: Supplier Scorecard,Notify Employee,إخطار الموظف
DocType: Opportunity,Enter name of campaign if source of enquiry is campaign,إدخل إسم الحملة إذا كان مصدر الإستعلام هو حملة
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +38,Newspaper Publishers,النشر الصحفي
apps/erpnext/erpnext/support/page/support_analytics/support_analytics.js +30,Select Fiscal Year,إختار السنة المالية
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +115,Expected Delivery Date should be after Sales Order Date,يجب أن يكون تاريخ التسليم المتوقع بعد تاريخ طلب البيع
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +43,Reorder Level,مستوى إعادة الطلب
DocType: Company,Chart Of Accounts Template,نموزج دليل الحسابات
DocType: Attendance,Attendance Date,تاريخ الحضور
apps/erpnext/erpnext/stock/get_item_details.py +345,Item Price updated for {0} in Price List {1},تم تحديث سعر الصنف ل {0} في قائمة الأسعار {1}
DocType: Salary Structure,Salary breakup based on Earning and Deduction.,تقسيم المرتب بناءَ على الدخل و الإستقطاع.
apps/erpnext/erpnext/accounts/doctype/account/account.py +130,Account with child nodes cannot be converted to ledger,لا يمكن تحويل حساب له حسابات تابعة إلى دفتر أستاذ
DocType: Purchase Invoice Item,Accepted Warehouse,مخزن الأصناف المقبولة
DocType: Bank Reconciliation Detail,Posting Date,تاريخ الترحيل
DocType: Item,Valuation Method,طريقة تقييم المخزون
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js +203,Mark Half Day,وضع علامة نصف يوم
DocType: Sales Invoice,Sales Team,فريق المبيعات
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +85,Duplicate entry,إدخال مكرر
DocType: Program Enrollment Tool,Get Students,الحصول على الطلاب
DocType: Serial No,Under Warranty,تحت الضمان
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +515,[Error],[خطأ]
DocType: Sales Order,In Words will be visible once you save the Sales Order.,المبلغ بالكلمات المفقطة سوف يظهر عند حفظ طلب البيع.
,Employee Birthday,عيد ميلاد موظف
apps/erpnext/erpnext/assets/doctype/asset_repair/asset_repair.py +14,Please select Completion Date for Completed Repair,يرجى تحديد تاريخ الإنتهاء للإصلاح المكتمل
DocType: Student Batch Attendance Tool,Student Batch Attendance Tool,أداة حضور دفعة الطالب
apps/erpnext/erpnext/controllers/status_updater.py +210,Limit Crossed,تم تجاوز الحد
apps/erpnext/erpnext/education/report/assessment_plan_status/assessment_plan_status.js +22,Scheduled Upto,مدرجة في الجدول المواعيد الزمني لحد
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +55,Venture Capital,الإستثمارات الرأس مالية
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py +40,An academic term with this 'Academic Year' {0} and 'Term Name' {1} already exists. Please modify these entries and try again.,"يوجد بالفعل فصل دراسي  مع ""السنة الدراسية"" {0} و ""إسم التيرم"" {1}. يرجى تعديل هذه الإدخالات والمحاولة مرة أخرى."
DocType: UOM,Must be Whole Number,يجب أن يكون عدد صحيح
DocType: Leave Control Panel,New Leaves Allocated (In Days),الأجازات الجديدة المخصصة (بالأيام)
DocType: Purchase Invoice,Invoice Copy,نسخة الفاتورة
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +49,Serial No {0} does not exist,رقم السيريال {0} غير موجود
DocType: Sales Invoice Item,Customer Warehouse (Optional),مخزن العميل (إختياري)
DocType: Pricing Rule,Discount Percentage,نسبة الخصم
DocType: Payment Reconciliation Invoice,Invoice Number,رقم الفاتورة
DocType: Shopping Cart Settings,Orders,الطلبات
DocType: Employee Leave Approver,Leave Approver,المخول بالموافقة علي الأجازات
apps/erpnext/erpnext/public/js/utils/serial_no_batch_selector.js +285,Please select a batch,يرجى إختيار باتش
DocType: Assessment Group,Assessment Group Name,إسم مجموعة التقييم
DocType: Manufacturing Settings,Material Transferred for Manufacture,المواد المحولة لغرض التصنيع
DocType: Expense Claim,"A user with ""Expense Approver"" role","مستخدم لدية الدور الوظيفي ""المخول بالموافقة علي المصروفات"""
DocType: Landed Cost Item,Receipt Document Type,نوع مستند الإستلام
DocType: Daily Work Summary Settings,Select Companies,إختار الشركات
,Issued Items Against Production Order,أصناف صدرت مقابل أمر الإنتاج
DocType: Antibiotic,Healthcare,الرعاية الصحية
DocType: Target Detail,Target Detail,تفاصيل المستهدف
apps/erpnext/erpnext/stock/doctype/item/item.js +65,Single Variant,متغير وحيد
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +24,All Jobs,جميع الوظائف
DocType: Sales Order,% of materials billed against this Sales Order,٪ من المواد تم فوترتها مقابل طلب البيع
DocType: Program Enrollment,Mode of Transportation,طريقة النقل
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.js +49,Period Closing Entry,قيد إغلاق الفتره
apps/erpnext/erpnext/healthcare/page/appointment_analytic/appointment_analytic.js +75,Select Department...,حدد القسم ...
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +38,Cost Center with existing transactions can not be converted to group,مركز التكلفة المرتبط بمعاملات قائمة لا يمكن تحويله إلى مجموعة
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +361,Amount {0} {1} {2} {3},القيمة {0} {1} {2} {3}
DocType: Account,Depreciation,الإهلاك
apps/erpnext/erpnext/stock/report/supplier_wise_sales_analytics/supplier_wise_sales_analytics.py +49,Supplier(s),الموردون
DocType: Employee Attendance Tool,Employee Attendance Tool,أداة حضور الموظفين
DocType: Guardian Student,Guardian Student,طالب ولي الأمر
DocType: Supplier,Credit Limit,حد الائتمان
apps/erpnext/erpnext/stock/report/item_variant_details/item_variant_details.py +70,Avg. Selling Price List Rate,متوسط سعر قائمة أسعار البيع
DocType: Production Plan Sales Order,Salse Order Date,تاريخ طلب البيع
DocType: Salary Component,Salary Component,مكون مفردة المرتب
apps/erpnext/erpnext/accounts/utils.py +492,Payment Entries {0} are un-linked,مدخالات المدفوعات {0} غير مرتبطة بفاتورة أو سند
DocType: GL Entry,Voucher No,رقم السند
,Lead Owner Efficiency,كفاءة مالك مبادرة البيع
apps/erpnext/erpnext/hub_node/page/hub/hub.js +195,Most Popular,الأكثر شعبية
DocType: Leave Allocation,Leave Allocation,تخصيص الأجازات
DocType: Payment Request,Recipient Message And Payment Details,مستلم الرسالة و تفاصيل الدفع و السداد
DocType: Training Event,Trainer Email,إيميل المدرب
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +548,Material Requests {0} created,تم إنشاء طلبات المواد {0}
DocType: Restaurant Reservation,No of People,عدد الأفراد
DocType: Production Planning Tool,Include sub-contracted raw materials,تضمين المواد الخام للمقاولين من الباطن
apps/erpnext/erpnext/config/selling.py +164,Template of terms or contract.,نموزج الشروط أو العقد.
DocType: Purchase Invoice,Address and Contact,العنوان و جهه الإتصال
DocType: Cheque Print Template,Is Account Payable,هو حساب مورد أو دائن
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +276,Stock cannot be updated against Purchase Receipt {0},لا يمكن تحديث المخزون مقابل إذن إستلام المشتريات {0}
DocType: Company,Last Day of the Next Month,اليوم الأخير من الشهر المقبل
DocType: Support Settings,Auto close Issue after 7 days,إغلاق المشكلة تلقائياً بعد 7 أيام
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +71,"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}",الأجازة لا يمكن تخصيصها قبل {0}، حيث أن رصيد الأجازات المتبقي تم بالفعل ترحيله للفترات القادمة في سجل تخصيص الأجازات {1}
apps/erpnext/erpnext/accounts/party.py +320,Note: Due / Reference Date exceeds allowed customer credit days by {0} day(s),ملاحظة: تاريخ الإستحقاق / تاريخ المرجع يتجاوز أيام الائتمان المسموح بها للعميل بـ {0} أيام
apps/erpnext/erpnext/education/doctype/program/program.js +8,Student Applicant,الطالب مقدم طلب الإلتحاق
DocType: Purchase Invoice,ORIGINAL FOR RECIPIENT,الأصل للمستلم
DocType: Asset Category Account,Accumulated Depreciation Account,حساب أستاذ الإهلاك المتراكم
apps/erpnext/erpnext/templates/emails/recurring_document_failed.html +11,This email is autogenerated,تم إنشاء هذا الإيميل تلقائيا
DocType: Stock Settings,Freeze Stock Entries,تجميد حركات المخزون
DocType: Program Enrollment,Boarding Student,طالب داخلية
DocType: Asset,Expected Value After Useful Life,القيمة المتوقعة بعد عمر الإستخدام
DocType: Item,Reorder level based on Warehouse,مستوى إعادة الطلب بناء على المخزن
DocType: Activity Cost,Billing Rate,سعر إصدار الفواتير
,Qty to Deliver,كمية للتسليم
,Stock Analytics,تحليلات المخزون
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +508,Operations cannot be left blank,لا يمكن ترك عمليات التشغيل فارغة
DocType: Maintenance Visit Purpose,Against Document Detail No,مقابل المستند التفصيلى رقم
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +99,Party Type is mandatory,نوع الطرف المتعامل إلزامي
DocType: Quality Inspection,Outgoing,الصادر
DocType: Material Request,Requested For,طلبت لـ
DocType: Quotation Item,Against Doctype,DOCTYPE مقابل
apps/erpnext/erpnext/controllers/buying_controller.py +396,{0} {1} is cancelled or closed,{0} {1} تم إلغائه أو مغلق
DocType: Asset,Calculate Depreciation,حساب  مقدار الإهلاك
DocType: Delivery Note,Track this Delivery Note against any Project,تتبع إذن تسليم البضاعة هذا مقابل أي مشروع
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +30,Net Cash from Investing,صافي النقد من الإستثمار
DocType: Production Order,Work-in-Progress Warehouse,مخزن الإنتاج-تحت-التشغيل
apps/erpnext/erpnext/assets/doctype/asset/depreciation.py +111,Asset {0} must be submitted,الأصول {0} يجب تسجيله
DocType: Fee Schedule Program,Total Students,إجمالي الطلاب
apps/erpnext/erpnext/education/doctype/student_attendance/student_attendance.py +56,Attendance Record {0} exists against Student {1},سجل الحضور {0} موجود مقابل الطالب {1}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +352,Reference #{0} dated {1},المرجع # {0} بتاريخ {1}
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +164,Depreciation Eliminated due to disposal of assets,تم إلغاء الإهلاك بسبب التخلص من الأصول
DocType: Member,Member,عضو
apps/erpnext/erpnext/templates/includes/cart/cart_address.html +15,Manage Addresses,إدارة العناوين
DocType: Pricing Rule,Item Code,كود الصنف
DocType: Production Planning Tool,Create Production Orders,إنشاء أوامر الإنتاج
DocType: Serial No,Warranty / AMC Details,تفاصيل الضمان/عقد الصيانة السنوي
apps/erpnext/erpnext/education/doctype/student_group/student_group.js +116,Select students manually for the Activity based Group,حدد الطلاب يدويا للأنشطة الجماعية
DocType: Journal Entry,User Remark,شرح و وصف القيد
DocType: Lead,Market Segment,شريحة السوق
DocType: Crop,Agriculture Manager,مدير الزراعة
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +950,Paid Amount cannot be greater than total negative outstanding amount {0},المبلغ المدفوع لا يمكن أن يكون أكبر من إجمالي المبلغ المستحق السالب {0}
DocType: Supplier Scorecard Period,Variables,المتغيرات
DocType: Employee Internal Work History,Employee Internal Work History,سجل تاريخ عمل الموظف داخل الشركة
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +246,Closing (Dr),إغلاق (مدين)
DocType: Cheque Print Template,Cheque Size,مقاس الشيك
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +232,Serial No {0} not in stock,رقم السيريال {0} ليس في المخزون
apps/erpnext/erpnext/config/selling.py +169,Tax template for selling transactions.,نموزج الضريبية لعمليات البيع.
DocType: Sales Invoice,Write Off Outstanding Amount,شطب مبلغ قيمة مستحق
apps/erpnext/erpnext/hr/doctype/expense_claim_type/expense_claim_type.py +27,Account {0} does not match with Company {1},الحساب {0} لا يتطابق مع الشركة {1}
DocType: Education Settings,Current Academic Year,السنة الدراسية الحالية
DocType: Stock Settings,Default Stock UOM,وحدة قياس المخزون الإفتراضية
DocType: Asset,Number of Depreciations Booked,عدد الإهلاكات التي تم إستنفاذها مسبقا
apps/erpnext/erpnext/hr/doctype/employee_loan/employee_loan.py +32,Against Employee Loan: {0},مقابل قرض الموظف: {0}
DocType: Landed Cost Item,Receipt Document,مستند الإستلام
DocType: Production Planning Tool,Create Material Requests,إنشاء طلبات المواد
DocType: Employee Education,School/University,مدرسة / جامعة
DocType: Payment Request,Reference Details,تفاصيل المرجع
apps/erpnext/erpnext/assets/doctype/asset/asset.py +59,Expected Value After Useful Life must be less than Gross Purchase Amount,القيمة المتوقعة بعد عمر الإستخدام للأصل يجب أن يكون أقل من إجمالي قيمة الشراء
DocType: Sales Invoice Item,Available Qty at Warehouse,الكمية المتاحة في المخزن
apps/erpnext/erpnext/accounts/report/delivered_items_to_be_billed/delivered_items_to_be_billed.py +20,Billed Amount,القيمة المفوترة
DocType: Asset,Double Declining Balance,الرصيد المتناقص بضعف معدل الإهلاك السنوي الثابت
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +180,Closed order cannot be cancelled. Unclose to cancel.,الطلب المغلق لايمكن إلغاؤه. قم بإزالة الإغلاق لكي تتمكن من الإلغاء
DocType: Student Guardian,Father,الأب
apps/erpnext/erpnext/controllers/accounts_controller.py +606,'Update Stock' cannot be checked for fixed asset sale,"تحديث المخزون""  لا يمكن إختياره من مبيعات الأصول الثابته"""
DocType: Bank Reconciliation,Bank Reconciliation,التسويات البنكية
DocType: Attendance,On Leave,في أجازة
apps/erpnext/erpnext/templates/includes/footer/footer_extension.html +7,Get Updates,الحصول على التحديثات
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +96,{0} {1}: Account {2} does not belong to Company {3},{0} {1}: الحساب {2} لا ينتمي إلى الشركة {3}
apps/erpnext/erpnext/stock/doctype/item/item.js +366,Select at least one value from each of the attributes.,حدد قيمة واحدة على الأقل من كل السمات المميزة.
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py +156,Material Request {0} is cancelled or stopped,طلب المواد {0} تم إلغاء أو توقيفه
apps/erpnext/erpnext/config/hr.py +310,Leave Management,إدارة الأجازات
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.js +106,Group by Account,تجميع علي أساس الحساب
DocType: Sales Order,Fully Delivered,سلم بالكامل
DocType: Lead,Lower Income,الدخل الأدنى
DocType: Restaurant Order Entry,Current Order,الطلب الحالي
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +174,Source and target warehouse cannot be same for row {0},مخزن المصدر و المخزن المستهدف لا يمكن أن يكون هو نفسه ل الصف {0}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +241,"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry","حساب الفرق يجب ان يكون حساب من النوع أصول / خصوم , طالما أن تسوية المخزون هي قيد إفتتاحي"
apps/erpnext/erpnext/hr/doctype/employee_loan/employee_loan.py +107,Disbursed Amount cannot be greater than Loan Amount {0},المبلغ المصروف لا يمكن أن يكون أكبر من مبلغ القرض {0}
apps/erpnext/erpnext/utilities/user_progress.py +173,Go to Programs,إنتقل إلى البرامج
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.py +219,Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},الصف {0} # المبلغ المخصص {1} لا يمكن أن يكون أكبر من المبلغ غير المطالب به {2}
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt.py +89,Purchase Order number required for Item {0},مطلوب رقم طلب الشراء للصنف {0}
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +943,Production Order not created,لم يتم إنشاء أمر الإنتاج
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +18,'From Date' must be after 'To Date',"""من تاريخ "" يجب أن يكون بعد "" إلى تاريخ """
apps/erpnext/erpnext/education/doctype/student_applicant/student_applicant.py +39,Cannot change status as student {0} is linked with student application {1},لا يمكن تغيير الحالة  لأن الطالب {0} مرتبط بـ طلب التحاق {1}
DocType: Asset,Fully Depreciated,أهلك بالكامل
,Stock Projected Qty,كمية المخزون المتوقعة
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +438,Customer {0} does not belong to project {1},العميل {0} لا ينتمي إلى المشروع {1}
DocType: Employee Attendance Tool,Marked Attendance HTML,تم وضع علامة الحضور HTML
